transcript_id,q_value
ENST00000557016.6,0.534014407
ENST00000471204.5,0.534014407
ENST00000697731.1,0.534014407
ENST00000511767.3,0.535858238
ENST00000378916.8,0.537532475
ENST00000543693.5,0.540512453
ENST00000517921.2,0.54747627
ENST00000265093.4,0.54747627
ENST00000559081.1,0.54747627
ENST00000617893.4,0.54747627
ENST00000709236.1,0.54747627
ENST00000409711.1,0.547595325
ENST00000678246.1,0.552057949
ENST00000367384.8,0.552057949
ENST00000643777.4,0.552057949
ENST00000477325.1,0.552057949
ENST00000379786.8,0.552057949
ENST00000632449.1,0.552057949
ENST00000409476.5,0.552686539
ENST00000409908.5,0.552686539
ENST00000651485.1,0.552686539
ENST00000524204.1,0.552686539
ENST00000533774.5,0.552686539
ENST00000551003.5,0.552686539
ENST00000613997.4,0.552686539
ENST00000618751.3,0.552686539
ENST00000630768.1,0.552686539
ENST00000512690.5,0.555555047
ENST00000344548.8,0.555810887
ENST00000586817.5,0.555810887
ENST00000216146.9,0.555810887
ENST00000485612.5,0.555810887
ENST00000680552.1,0.555990699
ENST00000677904.1,0.556696129
ENST00000655450.1,0.558180076
ENST00000533172.5,0.558180076
ENST00000612813.4,0.561189737
ENST00000457341.6,0.561918853
ENST00000484082.1,0.565588504
ENST00000389093.7,0.571039207
ENST00000703610.1,0.573857747
ENST00000447184.6,0.575282166
ENST00000267750.9,0.577253526
ENST00000514505.7,0.577276536
ENST00000552455.5,0.578712733
ENST00000513356.1,0.578712733
ENST00000619601.1,0.589795325
ENST00000465744.5,0.59167399
ENST00000527866.1,0.592776459
ENST00000612337.4,0.593201022
ENST00000262056.14,0.597166638
ENST00000483992.5,0.598764225
ENST00000412779.2,0.603684614
ENST00000677022.1,0.604051071
ENST00000692523.1,0.605279438
ENST00000496195.1,0.605279438
ENST00000379341.9,0.605279438
ENST00000546939.5,0.605279438
ENST00000446558.5,0.605279438
ENST00000708932.1,0.605279438
ENST00000708942.1,0.605279438
ENST00000465096.5,0.606305849
